name,if,else,loop,add,sub,mul,div,and,or,not,bigger,smaller,equal,dot,long,double,int,char,unsigned,void,str,num
2acca2d5d35e41ab,5,1,2,4,5,0,0,1,0,1,6,9,14,0,0,0,9,0,0,0,8,5
3ed9aea014ce4056,4,0,1,4,0,2,1,1,0,3,1,2,9,0,0,0,4,0,0,0,4,11
5aa6cbe2493d4353,1,0,6,16,11,0,0,0,0,2,0,5,15,26,0,0,5,3,0,0,8,16
ce9f012a7b0141b7,1,1,0,6,10,18,4,0,0,0,0,1,6,3,0,18,0,0,0,0,32,27
cd2a8082020f458b,2,1,4,16,0,0,0,1,0,0,2,4,19,7,0,0,10,1,0,0,10,16
791e4cbff4b343ce,2,1,1,6,3,1,0,0,0,0,2,11,10,1,0,0,3,3,0,0,7,12
49d14d52a7304780,2,0,14,53,15,22,0,0,0,0,4,20,39,0,0,0,8,0,0,0,0,11
beb7328f25e44a6a,0,0,3,8,2,1,2,0,0,0,0,3,15,1,0,5,4,0,0,0,11,19
2a4c384ed93c4228,2,2,1,4,1,2,0,3,2,0,3,3,11,0,0,0,3,0,0,0,4,13
2bb42f3c475e453b,3,2,2,6,1,0,0,6,5,0,5,7,25,0,0,0,6,1,0,0,19,16
8aab2700063f4fc3,5,4,2,6,0,0,0,1,0,1,0,3,30,0,0,0,11,0,0,0,13,25
eff6d8bd5de24571,1,1,1,5,2,0,0,1,0,1,1,1,6,0,0,0,3,1,0,0,6,4
9db5c9c1d2a34a57,3,1,3,8,3,0,0,0,0,3,1,1,14,0,0,0,4,5,0,2,9,6
b020b4471e054f9d,3,1,1,4,3,0,0,0,0,0,0,1,8,0,0,0,3,0,0,0,6,42
4172f2fd5b674038,0,0,5,12,2,1,2,0,0,0,0,5,11,1,0,4,5,0,0,0,12,10
3c0f84627cf64dbc,2,0,5,9,2,2,2,0,0,0,0,3,20,0,0,0,7,0,0,0,12,20
b2602c4a4d474848,2,0,2,4,2,0,0,0,0,1,0,2,13,0,0,0,5,0,0,0,10,5
e94297613e914ea9,7,2,4,6,3,0,2,1,1,1,1,3,32,0,0,0,15,0,0,0,11,12
9315b727848f4ae9,4,1,7,17,2,1,2,0,0,2,0,5,34,0,0,0,15,0,0,0,11,34
790a7528fb49492f,0,0,2,4,0,0,0,2,0,2,0,1,6,0,0,0,4,0,0,0,6,1
82436921433542ec,3,1,2,5,0,0,1,1,0,1,4,7,13,0,0,0,9,0,0,0,0,1
afe75a55953c47a4,4,0,6,13,2,0,0,1,0,2,1,4,17,0,0,0,9,0,0,0,10,6
55cc44842d5641b4,6,0,2,13,2,17,0,4,0,0,9,3,19,11,0,0,5,3,0,0,22,36
265630f2202840c8,3,0,3,9,4,0,0,0,0,0,0,1,14,0,0,0,4,2,0,0,2,4
23c9f25c9c144c12,1,1,1,4,2,0,0,0,0,0,0,1,6,0,0,0,4,1,0,0,6,0
418ece452eb347ff,1,0,3,6,0,0,0,0,0,0,4,11,8,0,0,0,6,0,0,0,0,11
56d6ac9a513c449c,0,0,2,2,4,1,0,0,0,0,1,1,4,0,0,0,4,1,0,0,8,0
5c54b0e0bd8c4509,2,1,1,5,2,0,0,0,0,0,0,0,7,0,0,0,2,2,0,0,6,7
db7860da30184d8f,2,1,3,8,2,2,0,1,0,0,8,7,11,0,0,0,7,0,0,0,0,14
d270f5cebb93461c,2,1,5,7,6,2,2,0,0,0,1,4,17,0,0,0,7,0,0,0,4,15
9549d4f7a8e34e55,3,0,1,0,12,0,0,4,0,0,5,12,18,0,0,0,2,1,0,0,7,9
5e970a85d9454a32,3,2,4,10,4,3,2,2,0,1,2,18,20,0,0,0,7,1,0,0,0,24
b6104da365b9464f,2,2,1,5,2,0,0,1,1,1,6,5,15,0,0,0,7,0,0,0,0,59
05e0eaf14f64419d,3,0,5,5,6,0,0,3,0,3,6,2,26,18,0,0,18,0,0,0,20,6
1108b546181841f2,0,0,2,10,0,0,0,0,0,0,6,8,2,0,0,0,5,0,0,3,0,5
21f2bf3213da44dc,2,0,4,11,4,1,0,0,0,1,0,4,19,0,0,0,6,1,0,0,4,6
1986f6eb79b84743,4,0,6,15,6,0,1,0,0,0,2,7,20,0,0,0,7,0,0,0,9,6
3d92d1558a54496d,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,4,0,0,20,13
46e149e29f644688,5,0,5,13,2,1,0,2,3,1,2,13,30,0,0,0,5,1,0,0,4,8
200802afcb634cae,2,0,4,10,1,0,0,0,0,0,1,4,17,0,0,0,12,0,0,0,9,5
7f480b20024749a3,3,2,1,4,5,0,0,0,0,0,0,1,11,0,0,0,3,6,0,2,13,17
8ab6a1441f314888,2,0,1,7,0,11,0,5,1,0,4,5,9,0,0,0,2,2,0,0,4,10
5468ce1bf0cf4592,8,0,7,22,4,0,0,0,0,0,0,8,28,4,0,0,6,1,0,0,20,6
6368840540674c02,2,0,3,7,2,1,1,0,0,0,5,6,11,0,0,0,10,0,0,0,0,0
b2de19dd0a454dd1,1,1,0,3,10,17,2,0,0,0,0,1,3,2,0,0,0,0,0,0,26,14
3adca6b21fa140a0,4,3,2,4,0,1,0,4,5,0,5,7,12,0,0,0,6,2,0,0,9,26
7472c37d65d547ef,2,0,5,15,5,0,1,0,0,0,5,13,16,0,0,5,4,0,0,0,1,6
3e60ae3e1b264a7a,3,0,5,12,0,0,0,0,0,2,2,4,23,0,0,0,25,1,0,1,12,5
0ce05655a3fd42c8,4,4,4,16,5,0,0,4,4,4,12,6,46,0,0,0,11,0,0,0,0,78
639884ffc1e74a61,7,7,0,0,0,0,0,14,0,9,0,0,36,0,0,0,6,0,0,0,3,15
ddd2bcd46bbd4944,1,1,0,3,5,11,2,0,0,0,1,0,4,2,0,8,0,0,0,0,31,10
b5e8d07139124556,5,1,6,19,3,1,0,2,0,3,2,6,33,0,0,0,11,1,0,0,5,14
b06e88d8379d4275,2,2,4,12,2,0,1,0,0,0,0,4,14,1,0,0,4,0,0,0,8,14
db4236da09834084,4,0,2,11,3,3,3,0,0,0,1,2,17,0,0,0,4,1,0,0,13,33
bac16d5e39a746ee,5,0,6,13,0,0,0,5,0,3,3,8,22,35,0,0,18,0,0,0,20,6
ff4d223c97764789,7,0,11,32,4,5,0,0,0,0,6,13,45,5,0,0,6,1,0,0,16,6
e5a6f802f5e64568,4,4,1,3,0,0,1,0,0,0,4,1,6,0,0,0,4,0,0,0,6,22
f459f7e5264949de,2,2,3,7,3,1,0,0,0,0,0,3,10,0,0,0,6,1,0,0,6,7
dc758c5a796e4ae7,4,3,2,14,2,0,0,1,1,1,0,2,23,0,0,0,24,0,0,0,14,68
eb6ba2530ff747b9,28,4,2,122,7,2,0,6,4,4,2,2,115,0,0,0,14,0,0,0,14,328
fab649b95981453c,1,1,3,7,2,0,0,0,1,0,0,3,13,0,0,0,7,0,0,0,6,11
a6dbf57274c5409e,0,0,14,31,18,0,0,0,0,0,4,18,40,0,0,0,18,0,0,0,0,6
d19be6240f6f4ea2,6,0,2,10,0,0,0,4,0,0,22,14,16,0,0,0,8,4,0,0,2,43
521fc4d31d2d4d47,3,0,4,10,8,1,3,0,0,0,4,5,14,0,0,0,5,0,0,0,9,12
2e30b20b92404410,1,1,7,28,6,1,0,0,0,0,0,7,14,0,0,0,7,0,0,0,8,23
03cd22f2f70b4e15,4,0,4,10,10,1,0,8,0,0,1,2,60,0,0,0,11,0,0,0,8,12
2a84d6f79cc244b6,3,1,2,2,12,0,0,5,5,1,8,14,14,2,0,0,4,1,0,0,15,18
7b69fb959e9047bf,4,2,3,6,7,0,0,0,0,2,1,2,22,0,0,0,6,2,0,0,2,6
8ee789571f0b47b4,6,0,3,12,3,0,0,4,0,0,7,4,23,16,3,0,6,3,0,0,23,39
349ddce4fee54f48,12,0,1,0,2,0,0,0,0,0,3,16,24,0,0,0,4,0,0,0,1,12
52329523b30b4b53,3,1,2,2,16,5,0,0,0,2,16,0,14,0,0,0,1,12,0,2,25,22
0fa5fcd8184c4131,6,2,9,27,5,0,0,0,0,2,1,8,33,0,0,0,8,2,0,0,12,13
1b0cf023a8914b6e,2,0,6,16,1,3,0,0,0,1,0,6,15,6,0,0,8,1,0,0,15,8
f014f508a70b48f9,5,3,3,8,12,4,1,3,0,0,6,4,25,0,10,0,0,2,0,0,19,19
e0b0f6e08adc4b9a,5,1,1,0,0,0,0,2,1,2,1,3,11,0,0,0,3,1,0,0,9,0
8ba997551c1e4203,3,1,3,10,0,0,0,0,0,0,1,3,13,0,0,0,8,0,0,0,11,3
86f551765f914a4f,5,2,2,5,21,9,0,2,0,0,23,4,36,0,0,0,14,0,0,0,20,0
71d84aa9a99c458c,3,0,6,21,1,0,0,0,0,0,1,8,15,0,0,0,12,3,0,0,8,22
0eae2029d0a64495,1,0,2,2,3,0,0,0,0,2,2,9,6,0,0,0,3,2,0,1,0,5
64ee3b3295384dc3,5,0,3,8,3,0,0,4,0,2,0,3,22,0,0,0,10,1,0,0,13,3
2802b008901e412b,4,0,0,0,6,6,3,3,0,0,3,4,12,0,0,0,4,0,0,0,22,69
1e1b0690c3b14335,2,0,8,19,4,0,0,0,0,0,10,14,17,0,0,0,7,0,0,4,0,6
a4eb3f2ce31b4099,3,1,3,6,0,0,0,0,0,0,0,5,10,0,0,0,4,0,0,0,8,2
458a038f975f4819,8,5,6,16,34,7,0,2,0,5,31,3,67,0,0,0,8,3,0,0,7,5
791cc189ec1040b2,1,0,4,8,4,0,0,0,0,1,2,2,12,0,0,0,3,2,0,0,4,6
83bc0fe07c074d30,4,0,4,9,1,0,0,0,0,0,2,4,21,0,0,0,9,0,0,0,10,7
8773ed704ef54cc9,6,1,4,13,0,1,1,0,0,0,1,4,27,0,0,0,10,0,0,0,11,17
bfd7e6f5f04640f2,0,0,3,15,7,10,0,0,0,0,6,11,6,0,0,0,8,0,0,1,0,3
fac3899658fa4031,0,0,2,6,0,2,1,0,0,0,0,2,11,2,0,0,7,0,0,0,8,11
fd5b04e4c8174449,1,1,2,7,1,0,0,1,0,0,0,2,14,0,0,0,9,0,0,0,8,56
d7bda704495243c1,0,0,2,4,5,0,0,0,0,0,6,8,5,0,0,0,6,0,0,0,0,6
7b06e1346f924506,3,0,3,4,2,0,0,0,0,2,1,9,14,1,0,0,2,3,0,0,0,9
9139904079c54248,6,0,4,10,1,0,0,0,0,4,0,0,20,0,0,0,7,4,0,0,6,8
85513c98adb84518,4,0,3,9,5,0,1,0,0,0,2,4,14,0,0,0,6,0,0,0,13,6
a7db9caf9d124137,1,0,11,28,4,0,0,0,0,0,4,18,26,0,0,0,9,0,0,0,0,17
c344cbc359aa4dc6,0,0,2,4,0,0,0,2,0,2,4,5,7,0,0,0,4,0,0,0,0,1
d352bf1ca2c14a64,0,0,11,23,2,1,0,0,0,0,0,11,13,0,0,0,11,0,0,0,16,18
8e557b77afea4aba,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,8,0,0,0,6,0
c58ad7ef8ef246cc,4,1,3,18,2,7,0,3,0,0,8,22,13,0,0,0,5,0,0,0,0,29
a49520a505fb441b,2,0,8,25,4,0,0,0,0,0,10,14,17,0,0,0,20,0,0,4,0,8
a814031203324a31,2,0,8,24,4,0,0,0,0,0,10,14,21,0,0,0,15,0,0,4,0,21
c886af5e11604f3b,5,2,1,5,9,11,5,0,0,0,1,3,24,7,0,5,3,0,0,0,60,16
820c051c78ba4207,1,0,5,13,3,0,0,0,0,1,2,3,11,0,0,0,4,2,0,0,6,6
9bd3015d852c4590,2,2,2,6,2,1,1,0,0,0,1,3,3,1,0,1,5,0,0,0,21,21
3b51ecc7036a44e4,3,0,4,8,4,0,0,0,0,0,0,4,12,0,0,0,5,1,0,0,13,4
40876c9c57e74b99,2,0,3,8,4,2,1,0,0,1,2,15,14,0,0,0,5,1,0,0,0,19
e3885150dfeb4a61,1,1,0,3,10,17,2,0,0,0,1,0,5,1,0,9,0,0,0,0,32,5
e243691ce6334550,0,0,3,8,2,2,2,0,0,0,0,3,13,6,0,6,5,1,0,0,12,20
2d1ac1aec3e64605,7,3,5,12,3,1,0,0,0,1,0,6,35,0,0,0,6,1,0,0,7,9
5b840d747080443c,0,0,2,6,0,0,1,0,0,0,0,2,10,2,0,4,4,0,0,0,9,8
54b40a2e5a474830,1,1,5,20,2,10,0,0,1,0,0,5,13,0,0,0,8,0,0,1,10,12
833790c481404a94,1,1,5,14,10,0,0,1,0,0,0,5,14,0,0,0,9,0,0,0,10,6
124a83c5548545b5,3,0,4,10,2,0,0,0,0,2,1,2,20,0,0,0,4,2,0,0,6,11
205ac9bb856846a3,2,0,2,7,0,0,0,1,0,0,0,3,13,0,0,0,6,3,0,0,6,6
726d4bc6c96e4036,6,1,3,6,0,1,1,0,0,0,1,2,22,0,0,0,9,0,0,0,11,9
2e28e49aa7734cd0,2,0,2,8,0,1,1,0,0,1,5,6,7,0,0,0,8,0,0,0,0,1
378c20c4b7b44690,2,0,3,4,7,6,0,1,0,0,4,2,13,0,0,0,7,0,0,0,6,0
38bb501b725742f4,21,5,5,14,0,0,0,6,7,18,0,25,80,0,0,0,5,0,0,0,0,20
bc75cd6915ef4058,2,1,1,2,0,0,0,0,0,0,6,9,6,0,0,0,5,0,0,0,0,3
697decb4b1614e43,7,4,3,7,1,0,0,1,0,1,8,12,29,0,0,0,12,0,0,0,5,43
97e1794fe2574504,3,0,4,6,2,2,2,0,0,0,3,3,13,0,0,0,8,0,0,0,4,16
7f459190042844e9,3,2,3,10,2,0,0,1,1,1,1,3,17,0,0,0,9,0,0,0,13,33
b7b1630232884328,2,2,1,2,2,2,2,0,0,0,2,1,4,0,0,0,9,0,0,0,25,12
7c26fc5228734a0b,7,0,8,23,8,0,0,4,0,0,7,11,30,6,0,0,9,1,0,0,12,6
6f4e4fcc1ce34987,2,0,5,11,3,0,0,0,0,1,2,3,13,0,0,0,4,6,0,2,6,13
9dfa1fa95b4a420a,0,0,2,4,4,2,0,0,0,0,1,1,3,0,0,0,3,0,0,0,8,4
b06d8b9fc1ef4fdf,0,0,3,6,7,0,1,0,0,0,0,3,7,0,0,0,5,0,0,0,8,4
6489e519b7e74603,2,2,4,18,4,6,2,0,0,0,0,3,17,0,0,0,9,2,0,1,14,21
746dbdda7df3457f,2,1,4,9,5,0,0,0,0,0,7,15,11,0,0,0,9,0,0,0,0,6
f9c98ce8bd2c4505,3,3,2,6,1,0,0,0,0,0,0,2,13,0,0,0,5,2,0,0,6,4
ea5864a28f2a40c7,3,1,1,4,2,11,0,5,0,1,4,13,11,0,0,0,1,2,0,0,0,10
05d5ca10443a4bc8,2,0,2,3,4,0,2,0,0,0,6,4,6,0,0,0,6,0,0,1,0,1
0e950dc6b9374fec,3,0,4,8,0,0,0,4,0,0,3,23,18,0,0,0,6,0,0,0,8,10
8c045b7862d04de5,3,1,7,23,4,0,0,0,0,0,7,22,18,1,0,4,5,1,0,0,1,7
5bb274b70ad6447b,1,1,2,5,1,0,1,0,0,1,2,3,10,0,0,0,7,0,0,0,0,5
b22b01beb97b4e8b,4,0,3,15,1,1,0,0,0,0,0,3,18,0,0,0,5,0,0,0,11,13
ce15da2508644f0c,4,4,3,8,6,5,0,0,0,0,3,3,8,0,0,0,6,0,0,0,14,22
946ed1e1d78c40ca,9,6,4,21,4,2,0,1,0,2,3,5,34,0,0,0,11,2,0,0,6,30
9c5ee9bbac4348f9,3,3,2,4,0,0,0,0,0,0,0,2,8,0,0,0,4,0,0,0,8,5
616eac63738549ad,4,3,5,11,0,0,0,0,0,1,4,12,17,0,0,0,6,2,0,0,2,16
7523b304d3f244c6,1,1,10,21,1,25,0,0,0,0,0,10,20,0,0,0,7,0,0,0,16,0
085073abb9f44aee,5,0,6,15,0,0,0,0,0,1,1,7,18,0,0,0,12,0,0,0,14,2
061e6c25c0234f63,4,1,1,5,2,0,0,4,0,5,0,1,16,0,0,0,3,1,0,0,5,4
747dae15f36b47a6,1,0,4,13,5,4,0,0,0,0,0,4,8,0,0,0,5,0,0,0,4,33
c74b22d41bff46e4,1,0,1,7,5,4,0,5,0,0,0,1,16,0,0,0,8,0,0,0,14,21
cf3578071284482a,4,0,3,8,1,0,0,0,0,0,0,3,14,0,0,0,7,0,0,0,11,0
50776148dae7424d,3,1,2,6,2,0,0,0,0,2,4,8,9,0,0,0,4,2,0,0,7,14
c40e48cae2a0410f,9,5,4,46,2,0,0,8,0,4,4,5,58,0,0,0,9,0,0,0,6,189
e4791cc09e9e4022,10,6,3,21,10,20,5,2,0,4,1,3,37,0,0,0,16,0,0,0,11,86
fcb7e064fde341aa,3,0,2,8,1,0,0,2,0,0,0,2,14,0,0,0,6,0,0,0,16,25
d1363977f8284a65,1,0,2,7,2,0,0,0,0,0,0,2,7,0,0,0,2,1,0,0,6,6
b7c5148c59a044a4,4,0,8,20,2,0,0,0,0,0,1,9,22,3,0,0,12,1,0,4,20,13
cb10d134813e4b51,4,3,2,4,0,0,0,5,5,1,5,6,24,0,0,0,4,1,0,0,21,4
3a017d13858e4e68,32,1,0,43,7,0,3,1,1,1,0,0,92,7,0,0,5,0,0,0,34,86
2c5e0a2469b844e8,0,0,3,8,1,1,1,0,0,0,0,3,10,2,0,2,6,0,0,0,9,18
56c4d1f8eb564f6a,3,0,6,19,2,0,0,0,0,0,1,8,12,0,0,0,7,3,0,0,10,22
94c5acd5a383416b,2,0,2,7,3,1,1,2,0,0,2,11,19,0,0,0,9,0,0,0,0,4
6c4221695b4a4c69,4,1,4,9,6,5,0,0,0,0,9,4,32,0,0,0,12,0,0,0,20,6
6c7c5922cc774455,2,1,2,5,0,0,1,0,0,0,4,7,6,0,0,0,9,0,0,0,0,1
6eeba6f194f740af,4,0,4,10,0,0,0,0,0,0,0,6,14,0,0,0,7,0,0,0,16,8
77d7658534c74ccd,2,2,7,15,0,1,0,0,0,0,0,8,13,0,0,0,10,0,0,0,21,18
82ea0d916aa449ed,0,0,3,6,4,3,1,0,0,0,0,3,7,0,0,0,4,0,0,0,8,1
484bb7d4280142bc,2,1,2,4,0,5,0,0,0,3,0,0,12,0,0,0,1,4,0,0,6,12
4060ee90b8c540b4,1,0,3,13,4,4,0,0,0,0,6,9,6,0,0,0,8,0,0,1,0,18
f090baefc1974dfd,3,3,3,6,0,0,2,0,0,0,1,3,10,2,0,0,20,0,0,3,31,2
f032fae3b465480e,3,1,3,4,3,2,1,0,0,1,0,1,19,0,0,0,7,1,0,0,6,10
401b9d69861d4c94,2,0,11,30,2,0,0,0,0,0,4,17,25,0,0,0,9,0,0,1,0,6
9eb9eee9ee9f4829,8,7,1,6,5,1,3,1,1,1,0,2,34,7,0,0,6,0,0,0,34,55
f9f06cd331744724,6,0,4,8,6,0,1,0,0,0,3,4,17,0,0,0,5,0,0,0,9,9
ccc9322596aa4a9f,4,1,5,15,0,0,0,0,0,0,1,6,17,0,0,0,10,0,0,0,14,2
7a3b609370a64030,7,6,3,22,21,10,5,0,0,2,3,3,23,0,0,0,4,2,0,0,14,85
a016007399cb40a0,3,0,4,8,3,0,0,0,0,0,8,7,16,0,0,0,7,0,0,0,0,4
40ef03911bf242f2,8,0,9,32,11,2,0,3,2,2,6,18,48,0,0,0,10,3,0,0,6,44
386d8104e02b4c6e,4,3,1,9,3,4,4,2,0,0,3,4,20,4,0,4,8,0,0,0,54,44
9ac76165305248bd,4,3,4,10,4,1,0,4,0,0,6,7,39,0,0,0,12,0,0,0,0,12
be08c084a89e48f7,2,1,1,2,2,1,0,3,1,0,3,4,5,0,0,0,2,2,0,0,2,8
43fed33e79b244e6,1,1,1,5,1,0,0,0,0,0,0,5,4,1,0,0,2,1,0,0,0,6
2bca43a6e92c46ce,2,1,3,7,1,0,0,0,0,0,6,11,15,0,0,0,7,0,0,0,0,5
1d96720444694d0b,3,0,4,12,0,0,0,4,0,0,3,25,20,0,0,0,7,0,0,0,8,9
5390c7e6da9a49f4,4,2,4,11,3,0,0,6,0,1,3,6,29,0,0,0,9,0,0,0,13,41
89e2f693a4be44e1,0,0,2,5,2,0,0,0,0,0,6,8,3,0,0,0,6,0,0,0,0,3
952265958fac4df7,1,0,4,7,4,0,0,0,0,1,4,15,11,2,0,0,8,1,0,0,3,10
660f55822b1c4c04,3,1,5,13,1,0,0,0,0,0,2,5,12,0,0,0,6,0,0,0,9,7
e302f5f9afba417a,5,3,5,10,5,0,0,1,0,5,0,3,20,0,0,0,6,2,0,0,6,9
63039b637eca4fcd,0,0,4,8,7,0,0,0,0,0,7,9,8,0,0,0,8,0,0,0,0,0
6a1e97e1b1c84d6f,4,4,2,11,1,0,0,3,11,2,0,2,45,0,0,0,12,0,0,0,14,45
dff8c6f3db754ec3,4,0,5,11,0,0,0,0,0,0,1,6,16,0,0,0,8,0,0,0,14,4
e4c1d5f608524f80,0,0,0,0,0,0,0,0,0,0,2,48,0,0,0,0,1,0,0,0,0,20
5e1c0509084343df,2,0,2,5,2,0,0,0,1,0,1,2,8,0,0,0,8,0,0,0,6,9
6f9a2c24c92d4d26,3,1,6,11,4,2,1,0,0,1,2,5,22,0,0,0,9,0,0,0,8,16
99fa8afb26e249fc,3,1,4,1,23,15,0,0,0,5,23,0,33,0,0,0,3,10,0,1,29,16
7c66407bd9bd4cc9,2,0,3,7,0,0,0,0,0,2,0,3,9,0,0,0,3,3,0,0,6,6
a75e86ba5e314fb7,7,5,5,14,0,0,0,21,0,23,0,23,58,0,0,0,10,0,0,0,0,15
525d7d5f76ee4a10,2,2,1,0,4,4,4,0,0,0,13,12,0,6,0,0,9,0,0,1,15,24
5b6b2d406368476c,3,0,3,10,0,0,0,0,0,1,0,3,9,0,0,0,6,0,0,0,11,4
e18fd26776514440,5,1,4,23,1,0,0,0,0,0,4,5,16,0,0,0,5,2,0,0,8,18
d411d4e49f704323,0,0,3,6,4,6,0,0,0,0,0,3,6,0,0,0,4,0,0,0,8,0
1d8a2509260a4306,2,0,4,13,3,0,0,0,0,0,1,4,13,0,0,0,8,0,0,0,9,1
1fcca80f75794d8a,3,1,7,24,6,0,0,0,0,0,7,22,19,0,0,3,10,1,0,0,1,7
d4a8008ebbba4d71,1,1,2,0,22,6,0,0,0,1,22,0,9,0,0,0,1,5,0,0,39,9
743881f069d249bd,2,2,0,0,3,4,2,0,0,0,4,4,5,0,5,0,4,0,0,0,0,3
bb25a05664ec47f3,5,0,2,6,0,13,0,5,5,2,6,7,16,0,0,0,4,2,0,0,9,25
925658a0d9cf4034,3,0,5,15,6,0,0,0,0,1,1,5,17,0,0,0,7,2,0,0,2,6
e57a2267e4ef4d5f,2,0,3,6,2,0,1,1,0,0,0,3,12,0,0,0,7,0,0,0,10,5
70ecd39599144967,1,0,7,15,1,1,0,0,0,0,12,14,9,0,0,0,11,0,0,0,0,18
d18bdd57d840497c,0,0,2,6,0,1,1,0,0,0,0,2,12,2,0,2,7,0,0,0,9,12
f2c09cc3acb5496d,1,0,3,11,6,3,0,0,0,0,1,2,9,1,0,1,8,0,0,0,17,33
